Review	Liked
request_text: Please disclose and/or produce any and all communcations from October 16, 2001 to the present, between any of the party representative of BPA concerning rates to be in effect for BPA's Fiscal Years 2002-2006, the interactions of such rates and customer contracts, or procedural aspects of these rate proceedings.	0
i am gonna hang at your pool all weekend while you move in.	0
The kids are annoying.	2
My husband said she was very rude... did not even apologize for the bad food or anything.	2
i won't be able to pick up griese if i don't have the first pick	0
ME TOO!! With a twin in each arm :)	1
There's also enough hypocrisy in this film to make me vomit.	2
Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.	2
Thank you for these tips!  As a novice user  they are appreciated.	1
The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.	2
this is a great store went to college nearby even though i live in north jersey now im still a bottle club member amazing selection and great prices this is the only place you need to for beer wine or liquor i think theyre improved customer service and id checking back in college they had guys at the front door counter and exit now they seem to operate like everybody else iding as necessary but usually just the counter give this place a try	1
this is prett	0
i am down in the crowd somewhere.	0
I would highly recommend this.	1
The food was delicious, our bartender was attentive and personable AND we got a great deal!	1
I am going to have to be the first to negatively review this product.	2
Great bluetooth!.	1
How awful she is!	2
Lange had become a great actress.	1
I Ã‚Â´ m using it for every 20th word :)	1
The soundtrack wasn't terrible, either.	1
Battery has no life.	2
Wasted two hours.	2
also the 18135 that nikon sells with the d80 looks good to me but they dont make a kit with those lenses for the d50	1
quality is close to the more expensive eos 20d	2
Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.	1
Market Participants and Scheduling Coordinators: As of Monday, March 12, the ISO will revise the format and contents of the generator outage information that is posted daily in accordance with Public Utilities Code section 352.5. The revised content will be planned or unplanned, resource name, owner, location, MW curtailed, Unit Maximum. Further revisions may be implemented in the future. Any questions related to this announcement should be relayed to Jeanne M. Sol, at jsole@caiso.com <mailto:jsole@caiso.com> by noon on Friday March 9.	0
This place is great!!!!!!!!!!!!!!	1
Trumbull on I LOVE LUCY).	1
Horrible!	2
i looked for cros but i couldn't find him.  i told him where i would be and  i  was there the whole time.  my cell wasn't working on campus.  i gave him a  call today to find out how we missed eachother.	0
Mary--Do they want to see filings in the East? If so, do we send to you for coordination with PGE or send directly to Jay Dudley (or someone else at PGE)? Thanks.	0
Enron has just launched an effort to educate California businesses on the  California energy crisis, engage them in the debate, and coordinate our  efforts in working toward real solutions. A direct mail piece was sent out  on Monday from Ken Lay. The materials that were sent are attached below.  There will be follow up with the businesses that we have targeted. We also  intend to make contact with non-business organizations in the coming weeks.	0
I love my Kindle.  I have some of the audio books so I can use it in the car.	1
Hello everyone.? This is Judy on Chris' machine since I didn't get this email. Sorry this is so late - but in case any of you need the conference bridge for  the meeting starting at 10:00 this morning, the number is 503-813-5808, pass  code 942121.?Thanks	0
Its the bomb at the gym-easy to keep in place on a treadmill or elliptical-no more trying to prop it open with a towel!  Its also so easy to turn pages.  Recently I had an actual book while on a treadmill and found myself just touching the corner of a page and wondering why it didnt work--no wait this was a book with paper pages, I actually had to turn the page, not just touch one corner.	1
when i was unwilling to pay the price i took a serious look at the olympus e300	2
try to find out where club monkey is going sat and we will front run them to  the bar.	0
You get what you pay for I guess.	2
O my gosh the best phone I have ever had.	1
SUGGESTION TO KINDLE - Id love to have a translation option. I have a series of novels that Im reading in English but the setting is Italy. They throw in Italian words and I find that I have to look up some of them. It would be handle if I could scroll to the word and get a translation like I do a definition.	1
So far it has worked like a charm.	1
Left very frustrated.	2
foward me the email from jacques.	0
yeah.  didn't you get it already?	0
We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement	2
i think i might be going to this gas conference on aug 7th.  that is a  monday.  if that is the case, i will try to fly into town either fri night or  saturday so i can have more time there.  i will let you know more monday.	0
